COUNTY_ID	COUNTY_NAME	DIST_ID	LEA_NAME	SCHOOL_ID	FULL_ID	SCHOOL_NAME	PRGCODE	GRADE_LEVEL	ROW_TOTAL	FREE_LUNCH	REDUCED_PRICE_LUNCH	LEP	MIGRANT	White_total	Black_total	Hispanic_total	Asian_total	Other_total	White_pcnt	black_pnct	Hispanic_pnct	Asian_pnct	Other_pnct	Diversity_index	Address_1	Address_2	City	State	Zip	Concatenate	Concatenate sans zip
23	MIDDLESEX	4830	SOUTH AMBOY CITY	60	483060	South Amboy Elementary	55	TOTAL	548	202	34	10	0	315	62	130	37	4	0.574817518	0.113138686	0.237226277	0.067518248	0.00729927	0.595896159	249 JOHN STREET	 	SOUTH AMBOY	NJ	08879-1741	249 John Street, South Amboy, NJ 08879-1741	249 John Street, South Amboy, NJ
23	MIDDLESEX	4830	SOUTH AMBOY CITY	30	483030	South Amboy Middle/High School	55	TOTAL	519	155.5	52	6	0	325.5	41	133.5	19	0	0.62716763	0.078998073	0.257225434	0.036608863	0	0.532914936	200 GOVERNOR HAROLD G  HOFFMAN	 	SOUTH AMBOY	NJ	08879	200 Governor Harold G  Hoffman, South Amboy, NJ 8879	200 Governor Harold G  Hoffman, South Amboy, NJ
3	BERGEN	4845	SOUTH BERGEN JOINTURE COM	70	484570	Moonachie Campus	55	TOTAL	51	5	4	1	0	20	8	16	4	3	0.392156863	0.156862745	0.31372549	0.078431373	0.058823529	0.713571703	Robert L. Craig School	20 West Park Street 	Moonachie	NJ	07074	Robert L. Craig School, Moonachie, NJ 7074	Robert L. Craig School, Moonachie, NJ
3	BERGEN	4845	SOUTH BERGEN JOINTURE COM	50	484550	Lodi MS HS	55	TOTAL	97	10	2	0	0	54	12	21	9	1	0.556701031	0.12371134	0.216494845	0.092783505	0.010309278	0.619194388	123 UNION ST	 	LODI	NJ	07644	123 Union St, Lodi, NJ 7644	123 Union St, Lodi, NJ
3	BERGEN	4845	SOUTH BERGEN JOINTURE COM	60	484560	Maywood Campus	55	TOTAL	195	17	3	0	0	120	10	51	8	6	0.615384615	0.051282051	0.261538462	0.041025641	0.030769231	0.547639711	404 MAYWOOD AVENUE	 	MAYWOOD	NJ	07607	404 Maywood Avenue, Maywood, NJ 7607	404 Maywood Avenue, Maywood, NJ
35	SOMERSET	4850	SOUTH BOUND BROOK	60	485060	Robert Morris School	55	TOTAL	450	168	59	25	1	138	41	226	24	21	0.306666667	0.091111111	0.502222222	0.053333333	0.046666667	0.640404938	122 ELIZABETH STREET	 	S BOUND BROOK	NJ	08880	122 Elizabeth Street, S Bound Brook, NJ 8880	122 Elizabeth Street, S Bound Brook, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	95	486095	Greenbrook Elementary School	55	TOTAL	427	95	12	29	0	97	51	58	205	16	0.227166276	0.119437939	0.135831382	0.480093677	0.037470726	0.683785904	23 ROBERTS STREET	 	KENDALL PARK	NJ	08824	23 Roberts Street, Kendall Park, NJ 8824	23 Roberts Street, Kendall Park, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	70	486070	Constable Elementary School	55	TOTAL	463	51	13	20	0	120	52	39	226	26	0.259179266	0.112311015	0.084233261	0.48812095	0.056155508	0.671701599	29 CONSTABLE ROAD	 	KENDALL PARK	NJ	08824	29 Constable Road, Kendall Park, NJ 8824	29 Constable Road, Kendall Park, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	50	486050	South Brunswick High School	55	TOTAL	2915.5	249	86	22	0	972	304.5	206	1381	52	0.333390499	0.104441777	0.070656834	0.473675184	0.017835706	0.64826401	750 RIDGE ROAD	 	MONMOUTH JUNCTION	NJ	08852-9721	750 Ridge Road, Monmouth Junction, NJ 08852-9721	750 Ridge Road, Monmouth Junction, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	75	486075	Crossroads South Middle School	55	TOTAL	1143	135	32	23	0	336	76	103	593	35	0.293963255	0.066491689	0.090113736	0.518810149	0.030621172	0.630942348	195 Major Road	 	MONMOUTH JUNCTION	NJ	08852	195 Major Road, Monmouth Junction, NJ 8852	195 Major Road, Monmouth Junction, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	55	486055	Brunswick Acres Elementary School	55	TOTAL	518	53	15	25	0	100	41	45	311	21	0.193050193	0.079150579	0.086872587	0.6003861	0.040540541	0.586812957	41 KORY DRIVE	 	KENDALL PARK	NJ	08824	41 Kory Drive, Kendall Park, NJ 8824	41 Kory Drive, Kendall Park, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	150	4860150	Crossroads North Middle School	55	TOTAL	1013	81	24	2	0	261	77	57	598	20	0.257650543	0.076011846	0.056268509	0.590325765	0.019743337	0.575797944	635 GEORGES ROAD	 	MONMOUTH JUNCTION	NJ	08852	635 Georges Road, Monmouth Junction, NJ 8852	635 Georges Road, Monmouth Junction, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	60	486060	Cambridge Elementary School	55	TOTAL	551	37	5	7	0	200	13	32	297	9	0.362976407	0.023593466	0.058076225	0.539019964	0.016333938	0.57350931	35 CAMBRIDGE ROAD	 	KENDALL PARK	NJ	08824	35 Cambridge Road, Kendall Park, NJ 8824	35 Cambridge Road, Kendall Park, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	100	4860100	Indian Fields Elementary School	55	TOTAL	591	46	14	19	1	112	39	38	390	12	0.189509306	0.065989848	0.0642978	0.659898477	0.020304569	0.51971908	359 RIDGE ROAD	 	DAYTON	NJ	08810	359 Ridge Road, Dayton, NJ 8810	359 Ridge Road, Dayton, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	85	486085	Brooks Crossing Elementary School	55	TOTAL	727	71	19	29	0	128	40	46	490	23	0.176066025	0.055020633	0.063273728	0.674002751	0.031636864	0.506689321	50 DEANS HALL ROAD	 	MONMOUTH JUNCTION	NJ	08852	50 Deans Hall Road, Monmouth Junction, NJ 8852	50 Deans Hall Road, Monmouth Junction, NJ
23	MIDDLESEX	4860	SOUTH BRUNSWICK TWP	110	4860110	Monmouth Junction Elementary School	55	TOTAL	362	6	3	5	0	72	13	13	259	5	0.198895028	0.035911602	0.035911602	0.715469613	0.013812155	0.445773939	630 RIDGE ROAD	 	MONMOUTH JUNCTION	NJ	08852-9514	630 Ridge Road, Monmouth Junction, NJ 08852-9514	630 Ridge Road, Monmouth Junction, NJ
3	BERGEN	4870	SOUTH HACKENSACK TWP	50	487050	Memorial School	55	TOTAL	244	44	0	38	0	80	13	133	17	1	0.327868852	0.053278689	0.545081967	0.069672131	0.004098361	0.587678044	DYER AVENUE	Memorial School 	SOUTH HACKENSACK	NJ	07606-1537	Dyer Avenue, South Hackensack, NJ 07606-1537	Dyer Avenue, South Hackensack, NJ
15	GLOUCESTER	4880	SOUTH HARRISON TWP	50	488050	SOUTH HARRISON TOWNSHIP ELEMENTARY SCHOOL	55	TOTAL	385	32	9	9	0	326	15	26	4	14	0.846753247	0.038961039	0.067532468	0.01038961	0.036363636	0.275500084	904 MULLICA HILL RD	P O  BOX 112 	HARRISONVILLE	NJ	08039-0112	904 Mullica Hill Rd, Harrisonville, NJ 08039-0112	904 Mullica Hill Rd, Harrisonville, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	300	4900300	The Montrose Early Childhood Center	55	TOTAL	55	9	1	0	0	25	19	8	0	3	0.454545455	0.345454545	0.145454545	0	0.054545455	0.649917355	358 Clark Street	 	South Orange	NJ	07079	358 Clark Street, South Orange, NJ 7079	358 Clark Street, South Orange, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	50	490050	South Orange Middle School	55	TOTAL	800	119	20	0	0	413	255	59	34	39	0.51625	0.31875	0.07375	0.0425	0.04875	0.6222625	70 North Ridgewood Road	 	S ORANGE	NJ	07079-1518	70 North Ridgewood Road, S Orange, NJ 07079-1518	70 North Ridgewood Road, S Orange, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	60	490060	Clinton Elementary School	55	TOTAL	565	98	16	39	2	321	130	48	39	27	0.568141593	0.230088496	0.084955752	0.069026549	0.047787611	0.610008615	27 BERKSHIRE RD	 	MAPLEWOOD	NJ	07040-1429	27 Berkshire Rd, Maplewood, NJ 07040-1429	27 Berkshire Rd, Maplewood, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	30	490030	Columbia High School	55	TOTAL	1886	358	100	20	0	836.5	845	107.5	74	23	0.443531283	0.448038176	0.05699894	0.039236479	0.012195122	0.597604692	17 PARKER AVE	 	MAPLEWOOD	NJ	07040-1327	17 Parker Ave, Maplewood, NJ 07040-1327	17 Parker Ave, Maplewood, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	40	490040	Maplewood Middle School	55	TOTAL	768	134	41	10	8	410	265	44	28	21	0.533854167	0.345052083	0.057291667	0.036458333	0.02734375	0.590579563	7 BURNETT ST	 	MAPLEWOOD	NJ	07040-2620	7 Burnett St, Maplewood, NJ 07040-2620	7 Burnett St, Maplewood, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	90	490090	Jefferson Elementary School	55	TOTAL	496	46	9	0	1	294	111	35	17	39	0.592741935	0.223790323	0.070564516	0.034274194	0.078629032	0.586238293	518 RIDGEWOOD RD	 	MAPLEWOOD	NJ	07040-2158	518 Ridgewood Rd, Maplewood, NJ 07040-2158	518 Ridgewood Rd, Maplewood, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	140	4900140	South Mountain Elementary/Annex	55	TOTAL	607	25	6	0	2	387	104	38	27	51	0.637561779	0.171334432	0.062602965	0.044481054	0.084019769	0.551202473	444  WEST SOUTH ORANGE AVE	 	S ORANGE	NJ	07079-1234	444  West South Orange Ave, S Orange, NJ 07079-1234	444  West South Orange Ave, S Orange, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	100	4900100	Marshall Elementary School	55	TOTAL	533	39	9	0	2	339	104	36	21	33	0.636022514	0.195121951	0.067542214	0.039399625	0.061913696	0.547455199	262 GROVE RD	 	S ORANGE	NJ	07079-2367	262 Grove Rd, S Orange, NJ 07079-2367	262 Grove Rd, S Orange, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	150	4900150	Tuscan Elementary	55	TOTAL	640	54	12	0	2	422	112	52	17	37	0.659375	0.175	0.08125	0.0265625	0.0578125	0.523950195	25 HARVARD AVE	 	MAPLEWOOD	NJ	07040-3109	25 Harvard Ave, Maplewood, NJ 07040-3109	25 Harvard Ave, Maplewood, NJ
13	ESSEX	4900	SOUTH ORANGE-MAPLEWOOD	130	4900130	Seth Boyden Elementary Demonstration School	55	TOTAL	522	201	40	0	28	115	343	37	5	22	0.220306513	0.657088123	0.070881226	0.009578544	0.042145594	0.512808091	274 BOYDEN AVE	 	MAPLEWOOD	NJ	07040-3010	274 Boyden Ave, Maplewood, NJ 07040-3010	274 Boyden Ave, Maplewood, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	80	491080	Roosevelt Elementary School	55	TOTAL	394	86	22	3	0	102	71	64	153	4	0.258883249	0.180203046	0.162436548	0.388324873	0.010152284	0.723221418	135 JACKSON AVENUE	 	SOUTH PLAINFIELD	NJ	07080	135 Jackson Avenue, South Plainfield, NJ 7080	135 Jackson Avenue, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	70	491070	Grant Elementary School	55	TOTAL	553	112	39	4	0	244	90	136	81	2	0.441229656	0.162748644	0.245931284	0.146473779	0.003616637	0.696879425	305 CROMWELL PLACE	 	SOUTH PLAINFIELD	NJ	07080	305 Cromwell Place, South Plainfield, NJ 7080	305 Cromwell Place, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	53	491053	South Plainfield Middle School	55	TOTAL	521.5	114	48	8	0	234.5	77	127	80	3	0.44966443	0.147651007	0.243528284	0.153403643	0.005752637	0.693129285	2201 PLAINFIELD AVENUE	 	SOUTH PLAINFIELD	NJ	07080	2201 Plainfield Avenue, South Plainfield, NJ 7080	2201 Plainfield Avenue, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	50	491050	South Plainfield High School	55	TOTAL	1069	218	87	8	0	516	174	235	139	5	0.482694107	0.162768943	0.219831618	0.130028064	0.004677268	0.675257556	200 LAKE STREET	 	SOUTH PLAINFIELD	NJ	07080	200 Lake Street, South Plainfield, NJ 7080	200 Lake Street, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	58	491058	John E Riley Elementary School	55	TOTAL	318	59	25	5	0	154	27	92	33	12	0.48427673	0.08490566	0.289308176	0.103773585	0.037735849	0.662374906	100 MORRIS AVENUE	 	SOUTH PLAINFIELD	NJ	07080	100 Morris Avenue, South Plainfield, NJ 7080	100 Morris Avenue, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	85	491085	Roosevelt/Administration	55	TOTAL	173	21	2	0	0	78	1	40	50	4	0.450867052	0.005780347	0.231213873	0.289017341	0.023121387	0.659160012	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	60	491060	Franklin Elementary School	55	TOTAL	257	32	15	0	0	137	37	62	18	3	0.53307393	0.143968872	0.241245136	0.070038911	0.011673152	0.631864222	1000 FRANKLIN AVE	 	SOUTH PLAINFIELD	NJ	07080	1000 Franklin Ave, South Plainfield, NJ 7080	1000 Franklin Ave, South Plainfield, NJ
23	MIDDLESEX	4910	SOUTH PLAINFIELD BORO	55	491055	John F Kennedy Elementary School	55	TOTAL	242	35	7	0	0	142	17	50	28	5	0.58677686	0.070247934	0.20661157	0.115702479	0.020661157	0.594255857	2900 NORWOOD AVENUE	 	SOUTH PLAINFIELD	NJ	07080	2900 Norwood Avenue, South Plainfield, NJ 7080	2900 Norwood Avenue, South Plainfield, NJ
23	MIDDLESEX	4920	SOUTH RIVER BORO	55	492055	South River Middle School	55	TOTAL	509	74	1	10	0	275	40	157	24	13	0.540275049	0.078585462	0.308447937	0.047151277	0.025540275	0.603911518	3 MONTGOMERY STREET	 	SOUTH RIVER	NJ	08882	3 Montgomery Street, South River, NJ 8882	3 Montgomery Street, South River, NJ
23	MIDDLESEX	4920	SOUTH RIVER BORO	70	492070	South River Primary School	55	TOTAL	505	103	0	60	0	262	35	179	13	16	0.518811881	0.069306931	0.354455446	0.025742574	0.031683168	0.598725615	22 DAVID STREET	 	SOUTH RIVER	NJ	08882	22 David Street, South River, NJ 8882	22 David Street, South River, NJ
23	MIDDLESEX	4920	SOUTH RIVER BORO	65	492065	South River Elementary School	55	TOTAL	584	115	0	30	0	313	41	204	13	13	0.535958904	0.070205479	0.349315068	0.022260274	0.022260274	0.584807187	81 JOHNSON PLACE	 	SOUTH RIVER	NJ	08882	81 Johnson Place, South River, NJ 8882	81 Johnson Place, South River, NJ
23	MIDDLESEX	4920	SOUTH RIVER BORO	50	492050	South River High School	55	TOTAL	614.5	69	0	23	0	339.5	49	198	21	7	0.552481692	0.079739626	0.322213181	0.034174125	0.011391375	0.583286603	11 MONTGOMERY STREET	 	SOUTH RIVER	NJ	08882	11 Montgomery Street, South River, NJ 8882	11 Montgomery Street, South River, NJ
5	BURLINGTON	4930	SOUTHAMPTON TWP	50	493050	Southampton Township School #1	55	TOTAL	227	45	11	1	0	185	4	25	1	12	0.814977974	0.017621145	0.110132159	0.004405286	0.052863436	0.320557356	26 PLEASANT STREET	 	SOUTHAMPTON	NJ	08088-3310	26 Pleasant Street, Southampton, NJ 08088-3310	26 Pleasant Street, Southampton, NJ
5	BURLINGTON	4930	SOUTHAMPTON TWP	60	493060	Southampton Township School #2	55	TOTAL	236	37	18	1	0	197	6	18	2	13	0.834745763	0.025423729	0.076271186	0.008474576	0.055084746	0.293629704	100 MISS MABEL DRIVE	 	SOUTHAMPTON	NJ	08088-3351	100 Miss Mabel Drive, Southampton, NJ 08088-3351	100 Miss Mabel Drive, Southampton, NJ
5	BURLINGTON	4930	SOUTHAMPTON TWP	70	493070	Southampton Township School #3	55	TOTAL	236	39	5	2	0	211	3	8	5	9	0.894067797	0.012711864	0.033898305	0.021186441	0.038135593	0.1974289	100 WARRIOR WAY	 	SOUTHAMPTON	NJ	08088-3349	100 Warrior Way, Southampton, NJ 08088-3349	100 Warrior Way, Southampton, NJ
15	GLOUCESTER	4940	DELSEA REGIONAL H.S DIST.	50	494050	Delsea Regional High School	55	TOTAL	1135	211	62.5	0	1	897	142	58	20	18	0.79030837	0.125110132	0.051101322	0.017621145	0.015859031	0.356586776	242 FRIES MILL RD	 	FRANKLINVILLE	NJ	08322-9139	242 Fries Mill Rd, Franklinville, NJ 08322-9139	242 Fries Mill Rd, Franklinville, NJ
15	GLOUCESTER	4940	DELSEA REGIONAL H.S DIST.	60	494060	Delsea Regional Middle School	55	TOTAL	479	108	33	1	0	394	52	26	3	4	0.822546973	0.108559499	0.054279749	0.006263048	0.008350731	0.308576061	FRIES MILL RD	 	FRANKLINVILLE	NJ	08322	Fries Mill Rd, Franklinville, NJ 8322	Fries Mill Rd, Franklinville, NJ
29	OCEAN	4950	SOUTHERN REGIONAL	60	495060	Southern Regional Middle School	55	TOTAL	893	185	57	1	0	801	17	56	13	6	0.896976484	0.019036954	0.062709966	0.014557671	0.006718925	0.190881172	75 CEDAR BRIDGE ROAD	 	MANAHAWKIN	NJ	08050-3056	75 Cedar Bridge Road, Manahawkin, NJ 08050-3056	75 Cedar Bridge Road, Manahawkin, NJ
29	OCEAN	4950	SOUTHERN REGIONAL	50	495050	Southern Regional High School	55	TOTAL	1983.5	347.5	83.5	17	0	1805.5	37.5	113.5	20.5	6.5	0.910259642	0.018905974	0.057222082	0.010335266	0.003277036	0.167678025	90 CEDAR BRIDGE ROAD	 	MANAHAWKIN	NJ	08050-3022	90 Cedar Bridge Road, Manahawkin, NJ 08050-3022	90 Cedar Bridge Road, Manahawkin, NJ
37	SUSSEX	4960	SPARTA TWP	50	496050	SPARTA HIGH SCHOOL	55	TOTAL	1125.5	32	23	3	0	1007.5	19	49.5	48.5	1	0.895157708	0.016881386	0.043980453	0.043091959	0.000888494	0.194615711	70 WEST MOUNTAIN ROAD	 	SPARTA	NJ	07871	70 West Mountain Road, Sparta, NJ 7871	70 West Mountain Road, Sparta, NJ
37	SUSSEX	4960	SPARTA TWP	60	496060	HELEN MORGAN SCHOOL	55	TOTAL	494	15	3	4	0	447	10	23	13	1	0.9048583	0.020242915	0.046558704	0.026315789	0.002024291	0.177957351	100 STANHOPE ROAD	 	SPARTA	NJ	07871	100 Stanhope Road, Sparta, NJ 7871	100 Stanhope Road, Sparta, NJ
37	SUSSEX	4960	SPARTA TWP	57	496057	SPARTA MIDDLE SCHOOL	55	TOTAL	799	24	7	2	0	723	9	36	30	1	0.904881101	0.01126408	0.04505632	0.037546934	0.001251564	0.177621902	350 MAIN STREET	 	SPARTA	NJ	07871	350 Main Street, Sparta, NJ 7871	350 Main Street, Sparta, NJ
37	SUSSEX	4960	SPARTA TWP	300	4960300	Mohawk Avenue School	55	TOTAL	225	5	1	1	0	206	4	13	2	0	0.915555556	0.017777778	0.057777778	0.008888889	0	0.158024691	18 Mohawk Avneue	 	Sparta	NJ	07871	18 Mohawk Avneue, Sparta, NJ 7871	18 Mohawk Avneue, Sparta, NJ
37	SUSSEX	4960	SPARTA TWP	70	496070	SPARTA ALPINE SCHOOL	55	TOTAL	631	27	8	6	0	582	9	21	17	2	0.922345483	0.014263074	0.033280507	0.026941363	0.003169572	0.147231899	151 ANDOVER ROAD	 	SPARTA	NJ	07871	151 Andover Road, Sparta, NJ 7871	151 Andover Road, Sparta, NJ
23	MIDDLESEX	4970	SPOTSWOOD BORO	50	497050	E Raymond Appleby Elementary School	55	TOTAL	448	72	12	4	0	325	17	66	28	12	0.725446429	0.037946429	0.147321429	0.0625	0.026785714	0.44596022	23 VLIET STREET	 	SPOTSWOOD	NJ	08884	23 Vliet Street, Spotswood, NJ 8884	23 Vliet Street, Spotswood, NJ
23	MIDDLESEX	4970	SPOTSWOOD BORO	60	497060	G Austin Schoenly Elementary School	55	TOTAL	239	32	8	6	0	174	7	39	12	7	0.728033473	0.029288703	0.163179916	0.050209205	0.029288703	0.439102957	80 KANE AVENUE	 	SPOTSWOOD	NJ	08884	80 Kane Avenue, Spotswood, NJ 8884	80 Kane Avenue, Spotswood, NJ
23	MIDDLESEX	4970	SPOTSWOOD BORO	90	497090	Spotswood Memorial Middle School	55	TOTAL	323	38	11	1	0	238	10	44	26	5	0.736842105	0.030959752	0.13622291	0.080495356	0.015479876	0.430829395	115 SUMMERHILL ROAD	 	SPOTSWOOD	NJ	08884	115 Summerhill Road, Spotswood, NJ 8884	115 Summerhill Road, Spotswood, NJ
23	MIDDLESEX	4970	SPOTSWOOD BORO	40	497040	Spotswood High School	55	TOTAL	760	68	29	2	0	604	23	93	30	10	0.794736842	0.030263158	0.122368421	0.039473684	0.013157895	0.350772161	105 SUMMERHILL ROAD	 	SPOTSWOOD	NJ	08884	105 Summerhill Road, Spotswood, NJ 8884	105 Summerhill Road, Spotswood, NJ
25	MONMOUTH	4980	SPRING LAKE BORO	50	498050	H W Mountz Elementary School	55	TOTAL	209	0	0	0	0	203	0	3	3	0	0.971291866	0	0.014354067	0.014354067	0	0.056180033	411 Tuttle Ave	 	Spring Lake	NJ	07762	411 Tuttle Ave, Spring Lake, NJ 7762	411 Tuttle Ave, Spring Lake, NJ
25	MONMOUTH	4990	SPRING LAKE HEIGHTS BORO	50	499050	Spring Lake Heights Elementary School	55	TOTAL	346	20	8	3	0	315	8	12	8	3	0.910404624	0.023121387	0.034682081	0.023121387	0.00867052	0.168816198	1110 HIGHWAY 71	 	SPRING LAKE HEIGHTS	NJ	07762-2009	1110 Highway 71, Spring Lake Heights, NJ 07762-2009	1110 Highway 71, Spring Lake Heights, NJ
39	UNION	5000	SPRINGFIELD TWP	90	500090	Thelma L. Sandmeier Elementary School	55	TOTAL	257	26	7	2	0	137	27	51	36	6	0.53307393	0.105058366	0.19844358	0.140077821	0.023346304	0.645248225	666 South Springfield Ave.	 	Springfield	NJ	07081-3011	666 South Springfield Ave., Springfield, NJ 07081-3011	666 South Springfield Ave., Springfield, NJ
39	UNION	5000	SPRINGFIELD TWP	70	500070	James Caldwell Elementary School	55	TOTAL	283	32	12	10	0	156	22	64	33	8	0.551236749	0.077738516	0.22614841	0.116607774	0.028268551	0.624555182	36 Caldwell Place	 	Springfield	NJ	07081	36 Caldwell Place, Springfield, NJ 7081	36 Caldwell Place, Springfield, NJ
39	UNION	5000	SPRINGFIELD TWP	50	500050	Edward V. Walton Primary School	55	TOTAL	634	48	14	7	0	385	45	120	69	15	0.607255521	0.070977918	0.189274448	0.108832808	0.023659306	0.577973709	601 Mountain Ave.	 	Springfield	NJ	07081	601 Mountain Ave., Springfield, NJ 7081	601 Mountain Ave., Springfield, NJ
39	UNION	5000	SPRINGFIELD TWP	60	500060	Florence M. Gaudineer Middle School	55	TOTAL	495	53	18	8	0	307	49	90	34	15	0.62020202	0.098989899	0.181818182	0.068686869	0.03030303	0.566856443	75 South Springfield Ave.	 	Springfield	NJ	07081-1312	75 South Springfield Ave., Springfield, NJ 07081-1312	75 South Springfield Ave., Springfield, NJ
39	UNION	5000	SPRINGFIELD TWP	10	500010	Jonathan Dayton High School	55	TOTAL	601	43	27	10.5	0	379	90.5	89	33.5	9	0.630615641	0.150582363	0.148086522	0.055740433	0.014975042	0.554388	139 Mountain Ave.	PO BOX 210 	Springfield	NJ	07081	139 Mountain Ave., Springfield, NJ 7081	139 Mountain Ave., Springfield, NJ
5	BURLINGTON	5010	SPRINGFIELD TWP	50	501050	Springfield Township School	55	TOTAL	222	30	1	1	0	190	14	12	2	4	0.855855856	0.063063063	0.054054054	0.009009009	0.018018018	0.260206152	2146 JACKSONVILLE ROAD	 	JOBSTOWN	NJ	08041-9629	2146 Jacksonville Road, Jobstown, NJ 08041-9629	2146 Jacksonville Road, Jobstown, NJ
29	OCEAN	5020	STAFFORD TWP	75	502075	Ronald L. Meinders Primary Learning Center	55	TOTAL	262	58	15	0	0	217	2	32	5	6	0.828244275	0.007633588	0.122137405	0.019083969	0.022900763	0.298146961	1000 McKinley Avenue	 	Manahawkin	NJ	08050	1000 Mckinley Avenue, Manahawkin, NJ 8050	1000 Mckinley Avenue, Manahawkin, NJ
29	OCEAN	5020	STAFFORD TWP	50	502050	Oxycocus Elementary School	55	TOTAL	168	64	10	0	0	139	2	23	3	1	0.827380952	0.011904762	0.136904762	0.017857143	0.005952381	0.296201814	250 North Main Street	 	Manahawkin	NJ	08050-3011	250 North Main Street, Manahawkin, NJ 08050-3011	250 North Main Street, Manahawkin, NJ
29	OCEAN	5020	STAFFORD TWP	65	502065	Ocean Acres Elementary School	55	TOTAL	525	98	28	2	0	456	6	49	6	8	0.868571429	0.011428571	0.093333333	0.011428571	0.015238095	0.236379138	489 Nautilus Drive	 	Manahawkin	NJ	08050	489 Nautilus Drive, Manahawkin, NJ 8050	489 Nautilus Drive, Manahawkin, NJ
29	OCEAN	5020	STAFFORD TWP	60	502060	McKinley Avenue Elementary School	55	TOTAL	590	121	41	5	0	524	5	44	7	10	0.888135593	0.008474576	0.074576271	0.011864407	0.016949153	0.205153691	1000 McKinley Avenue	 	Manahawkin	NJ	08050-2807	1000 Mckinley Avenue, Manahawkin, NJ 08050-2807	1000 Mckinley Avenue, Manahawkin, NJ
29	OCEAN	5020	STAFFORD TWP	70	502070	Stafford Intermediate School	55	TOTAL	651	116	37	3	0	587	7	46	5	6	0.901689708	0.010752688	0.070660522	0.007680492	0.00921659	0.181703205	1000 McKinley Avenue	 	Manahawkin	NJ	08050	1000 Mckinley Avenue, Manahawkin, NJ 8050	1000 Mckinley Avenue, Manahawkin, NJ
37	SUSSEX	5030	STANHOPE BORO	50	503050	Valley Road School	55	TOTAL	311	41	8	8	0	246	14	36	13	2	0.790996785	0.045016077	0.115755627	0.041800643	0.006430868	0.357109625	24 VALLEY ROAD	 	STANHOPE	NJ	07874	24 Valley Road, Stanhope, NJ 7874	24 Valley Road, Stanhope, NJ
7	CAMDEN	5035	STERLING HIGH SCHOOL DIST	50	503550	Sterling High School	55	TOTAL	929	235	76	0	0	583	208	81	44	13	0.627556512	0.223896663	0.087190527	0.047362756	0.013993541	0.54600187	501 South Warwick Road	 	Somerdale	NJ	08083-2175	501 South Warwick Road, Somerdale, NJ 08083-2175	501 South Warwick Road, Somerdale, NJ
37	SUSSEX	5040	STILLWATER TWP	50	504050	Stillwater Township School	55	TOTAL	323	47	17	0	0	314	0	6	2	1	0.972136223	0	0.018575851	0.00619195	0.003095975	0.054558177	904 STILLWATER ROAD	PO BOX 12 	STILLWATER	NJ	07875	904 Stillwater Road, Stillwater, NJ 7875	904 Stillwater Road, Stillwater, NJ
9	CAPE MAY	5060	STONE HARBOR BORO	50	506050	Stone Harbor Elementary School	55	TOTAL	68	0	0	0	0	63	0	5	0	0	0.926470588	0	0.073529412	0	0	0.136245675	275 93RD ST	 	STONE HARBOR	NJ	08247	275 93Rd St, Stone Harbor, NJ 8247	275 93Rd St, Stone Harbor, NJ
11	CUMBERLAND	5070	STOW CREEK TWP	50	507050	STOW CREEK TOWNSHIP	55	TOTAL	112	33	14	0	0	92	1	13	0	6	0.821428571	0.008928571	0.116071429	0	0.053571429	0.308832908	11 GUM TREE CORNER ROAD	 	BRIDGETON	NJ	08323-8951	11 Gum Tree Corner Road, Bridgeton, NJ 08323-8951	11 Gum Tree Corner Road, Bridgeton, NJ
